mapping_id,output_table,target_field,source_format,json_source_path,xml_source_path,transformation_or_derivation,overlap_or_conflict_rule,notebook_evidence
MAP-products-15,products,supplier_country,XML,,/OperationsExport/ProductCatalogue/Product/Supplier_Country,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — products; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-products-16,products,launch_date,XML,,/OperationsExport/ProductCatalogue/Product/Launch_Date,parse source-specific date (ISO or day-first) and format YYYY-MM-DD,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — products; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-products-17,products,tax_category,XML,,/OperationsExport/ProductCatalogue/Product/Tax_Category,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — products; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-products-18,products,package_type,XML,,/OperationsExport/ProductCatalogue/Product/Package_Type,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — products; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-products-19,products,recyclable_packaging,XML,,/OperationsExport/ProductCatalogue/Product/Recyclable_Packaging,map JSON boolean or XML Y/N to Python/CSV True or False,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — products; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-products-20,products,active_flag,XML,,/OperationsExport/ProductCatalogue/Product/Active_Flag,map JSON boolean or XML Y/N to Python/CSV True or False,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — products; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-products-21,products,product_description_clean,XML,,/OperationsExport/ProductCatalogue/Product/Product_Description,"entity decode, NFC, bounded tag/marker/URL/emoji removal, whitespace collapse and lowercase; literal NaN if empty",Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — products; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-01,product_reviews,review_id,both,$.productReviews[].reviewID,/OperationsExport/ProductReviews/Review/Review_ID,trim and preserve identifier/category case and leading zeros; no invented identity,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-02,product_reviews,order_id,both,$.productReviews[].orderID,/OperationsExport/ProductReviews/Review/Order_ID,trim and preserve identifier/category case and leading zeros; no invented identity,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-03,product_reviews,order_item_id,both,$.productReviews[].orderItemID,/OperationsExport/ProductReviews/Review/Order_Item_ID,trim and preserve identifier/category case and leading zeros; no invented identity,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-04,product_reviews,product_id,both,$.productReviews[].productID,/OperationsExport/ProductReviews/Review/Product_ID,trim and preserve identifier/category case and leading zeros; no invented identity,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-05,product_reviews,customer_id,both,$.productReviews[].customerID,/OperationsExport/ProductReviews/Review/Customer_ID,trim and preserve identifier/category case and leading zeros; no invented identity,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-06,product_reviews,review_timestamp,both,$.productReviews[].reviewTimestamp,/OperationsExport/ProductReviews/Review/Review_Timestamp,parse source-specific timestamp and format YYYY-MM-DD HH:MM:SS,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-07,product_reviews,language_code,both,$.productReviews[].languageCode,/OperationsExport/ProductReviews/Review/Language_Code,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-08,product_reviews,rating,both,$.productReviews[].rating,/OperationsExport/ProductReviews/Review/Rating,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-09,product_reviews,review_title,both,$.productReviews[].reviewTitle,/OperationsExport/ProductReviews/Review/Review_Title,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-10,product_reviews,review_body_clean,both,$.productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,contract-order HTML/entity/marker/URL/emoji/reference cleaning; NFC and lowercase,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-11,product_reviews,review_body_latin_analysis,derived,derived product_reviews.review_body_clean,derived product_reviews.review_body_clean,"derive from review_body_clean, retaining Latin letters/diacritics, digits and punctuation",Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-12,product_reviews,verified_purchase,both,$.productReviews[].verifiedPurchase,/OperationsExport/ProductReviews/Review/Verified_Purchase,map JSON boolean or XML Y/N to Python/CSV True or False,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-13,product_reviews,helpful_votes,both,$.productReviews[].helpfulVotes,/OperationsExport/ProductReviews/Review/Helpful_Votes,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-14,product_reviews,review_length_chars,derived,derived product_reviews.review_body_clean,derived product_reviews.review_body_clean,0 for sentinel NaN else Python len(review_body_clean),Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-15,product_reviews,review_word_count,derived,derived product_reviews.review_body_clean,derived product_reviews.review_body_clean,0 for sentinel NaN else whitespace token count,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-16,product_reviews,contains_non_latin_script,derived,derived product_reviews.review_body_clean,derived product_reviews.review_body_clean,true iff cleaned review contains a letter outside Latin script,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-17,product_reviews,extracted_order_reference,both,$.productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,bounded extraction from raw review; uppercase or literal NaN,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-18,product_reviews,extracted_product_sku,both,$.productReviews[].reviewText,/OperationsExport/ProductReviews/Review/Review_Text,bounded extraction from raw review; uppercase or literal NaN,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-19,product_reviews,delivery_experience,both,$.productReviews[].deliveryExperience,/OperationsExport/ProductReviews/Review/Delivery_Experience,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-20,product_reviews,value_experience,both,$.productReviews[].valueExperience,/OperationsExport/ProductReviews/Review/Value_Experience,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
MAP-product_reviews-21,product_reviews,writing_style,both,$.productReviews[].writingStyle,/OperationsExport/ProductReviews/Review/Writing_Style,trim source value and convert to the target string or numeric type without changing structured category case,Compare normalised non-missing values by table primary key; retain one canonical row only when equal; register any conflict (no silent source precedence).,Section 4 — product_reviews; Section 5 reconciliation; VAL-SCHEMA/PK/FLOW
